	Gene Name	Gene Start (bp)	Gene End (bp)	length
20827	AT2G14560	6213617	6215932	2315
20828	AT2G30010	12805667	12809386	3719
20829	AT2G44810	18478374	18480457	2083
20830	AT2G02010	474108	476997	2889
20831	AT2G39460	16474149	16476141	1992
20832	AT2G29400	12613014	12615414	2400
20833	AT2G23096	9834766	9836309	1543
20834	AT2G45350	18694816	18696691	1875
20835	AT2G24540	10426342	10427683	1341
20836	AT2G37410	15697810	15699354	1544
20837	AT2G43100	17920647	17921844	1197
20838	AT2G38120	15972876	15977180	4304
20839	AT2G36840	15451520	15453819	2299
20840	AT2G24740	10529690	10531957	2267
20841	AT2G32410	13757593	13761152	3559
20842	AT2G39435	16464414	16467033	2619
20843	AT2G17380	7552992	7555163	2171
20844	AT2G26430	11243128	11246058	2930
20845	AT2G29050	12477966	12480374	2408
20846	AT2G39730	16570746	16573692	2946
20847	AT2G02990	873506	874886	1380
20848	AT2G10535	4082851	4083168	317
20849	AT2G36900	15490560	15492822	2262
20850	AT2G30370	12940349	12942829	2480
20851	AT2G28470	12168840	12173991	5151
20852	AT2G33040	14018610	14021185	2575
20853	AT2G32860	13940187	13943883	3696
20854	AT2G32720	13875812	13878710	2898
20855	AT2G37170	15613368	15615022	1654
20856	AT2G39340	16423541	16430108	6567
20857	AT2G29570	12649906	12651753	1847
20858	AT2G40380	16864446	16865587	1141
20859	AT2G46710	19191247	19195093	3846
20860	AT2G46110	18954570	18956582	2012
20861	AT2G46660	19153328	19155579	2251
20862	AT2G39720	16566586	16568960	2374
20863	AT2G01280	145676	149394	3718
20864	AT2G14670	6274606	6276317	1711
20865	AT2G18990	8238495	8240018	1523
20866	AT2G20660	8909467	8909772	305
20867	AT2G46820	19243348	19245141	1793
20868	AT2G23420	9971603	9975207	3604
20869	AT2G47420	19457374	19458924	1550
20870	AT2G02080	518079	521737	3658
20871	AT2G26080	11109003	11114291	5288
20872	AT2G23410	9966127	9967788	1661
20873	AT2G39090	16312657	16317390	4733
20874	AT2G45280	18670009	18672469	2460
20875	AT2G35620	14960851	14965497	4646
20876	AT2G23670	10063155	10063863	708
20877	AT2G15400	6712895	6714609	1714
20878	AT4G26500	13381714	13383641	1927
20879	AT4G36380	17187528	17192507	4979
20880	AT2G41240	17198037	17199454	1417
20881	AT2G29700	12697226	12698291	1065
20882	AT2G43330	18000822	18004195	3373
20883	AT2G20208	8720790	8721423	633
20884	AT2G21060	9036766	9037782	1016
20885	AT2G44610	18411424	18414153	2729
20886	AT2G23470	9998982	10001509	2527
20887	AT2G26770	11403979	11408421	4442
20888	AT2G20900	8989275	8993275	4000
20889	AT2G25000	10629662	10631413	1751
20890	AT2G41210	17173374	17176866	3492
20891	AT5G20980	7122800	7128412	5612
20892	AT5G04370	1231609	1234147	2538
20893	AT2G01735	324365	326094	1729
20894	AT2G42570	17717332	17720366	3034
20895	AT2G45200	18637335	18640039	2704
20896	AT2G34440	14526671	14527734	1063
20897	AT2G39380	16447006	16449083	2077
20898	AT2G37640	15787523	15790139	2616
20899	AT2G46570	19126272	19129069	2797
20900	AT2G40000	16700490	16702336	1846
20901	AT2G01905	410321	416000	5679
20902	AT2G47270	19411430	19412328	898
20903	AT2G37740	15827416	15828784	1368
20904	AT2G46430	19057999	19061492	3493
20905	AT2G23010	9798757	9802676	3919
20906	AT2G28850	12383480	12385051	1571
20907	AT2G33330	14122806	14125526	2720
20908	AT2G47980	19631207	19636978	5771
20909	AT2G01180	106621	108829	2208
20910	AT2G41460	17285470	17289023	3553
20911	AT2G33770	14277558	14283113	5555
20912	AT2G18470	8005003	8008681	3678
20913	AT2G03890	1185458	1188681	3223
20914	AT2G42500	17697626	17701417	3791
20915	AT2G26170	11140809	11143360	2551
20916	AT2G19810	8550253	8551979	1726
20917	AT2G47650	19538609	19541585	2976
20918	AT2G29950	12767585	12768437	852
20919	AT2G24210	10294286	10297597	3311
20920	AT5G21326	7217244	7222021	4777
20921	AT2G47990	19636867	19638678	1811
20922	AT2G19510	8453200	8453713	513
20923	AT2G32670	13857877	13859774	1897
20924	AT2G32180	13672250	13673256	1006
20925	AT2G27600	11780896	11783992	3096
20926	AT2G44050	18224213	18226233	2020
20927	AT5G14950	4837071	4842067	4996
20928	AT5G63970	25606771	25609306	2535
20929	AT5G20320	6859212	6869307	10095
20930	AT2G42210	17590069	17591860	1791
20931	AT2G45640	18799528	18801471	1943
20932	AT2G39660	16531527	16533986	2459
20933	AT2G26870	11456926	11459481	2555
20934	AT2G36880	15479281	15481412	2131
20935	AT2G35690	14999726	15003073	3347
20936	AT2G02280	600491	601439	948
20937	AT2G35890	15066614	15069359	2745
20938	AT2G27250	11664978	11665797	819
20939	AT2G37630	15781232	15783480	2248
20940	AT2G38460	16103164	16106208	3044
20941	AT2G36000	15117015	15119043	2028
20942	AT2G17420	7564240	7566601	2361
20943	AT2G20700	8924894	8925804	910
20944	AT5G62165	24964646	24968607	3961
20945	AT2G02250	594484	595869	1385
20946	AT2G35650	14985470	14988362	2892
20947	AT2G37180	15617635	15619155	1520
20948	AT2G36760	15412967	15414594	1627
20949	AT2G32460	13782107	13784483	2376
20950	AT2G29410	12616378	12617987	1609
20951	AT5G10550	3332995	3334913	1918
20952	AT5G06170	1869791	1871719	1928
20953	AT2G36790	15420173	15421866	1693
20954	AT2G33570	14216771	14219252	2481
20955	AT2G15620	6810395	6812941	2546
20956	AT2G25850	11025345	11030808	5463
20957	AT2G39930	16665851	16672494	6643
20958	AT2G34710	14639323	14644355	5032
20959	AT2G18500	8026957	8028273	1316
20960	AT2G32370	13740878	13746286	5408
20961	AT2G13540	5636884	5643066	6182
20962	AT2G36390	15264211	15270092	5881
20963	AT2G21470	9198569	9202487	3918
20964	AT2G24710	10516780	10520684	3904
20965	AT2G37090	15587394	15589369	1975
20966	AT2G25600	10894253	10898672	4419
20967	AT2G27370	11708429	11710128	1699
20968	AT2G06005	2332317	2336257	3940
20969	AT2G27880	11871378	11876989	5611
20970	AT5G23660	7971647	7973995	2348
20971	AT2G46990	19307714	19309071	1357
20972	AT2G15370	6697918	6699836	1918
20973	AT2G06010	2336702	2338902	2200
20974	AT2G46130	18957212	18957925	713
20975	AT2G33460	14174144	14175965	1821
20976	AT2G25680	10933005	10934604	1599
20977	AT2G37210	15623928	15627032	3104
20978	AT2G40410	16873345	16875692	2347
20979	AT2G18960	8221514	8227622	6108
20980	AT2G19760	8516658	8518194	1536
20981	AT2G24200	10286806	10289685	2879
20982	AT2G44590	18403682	18407103	3421
20983	AT2G25080	10667898	10670127	2229
20984	AT2G34490	14535506	14537556	2050
20985	AT2G36610	15349211	15350290	1079
20986	AT2G37080	15581386	15585302	3916
20987	AT2G02090	523223	527068	3845
20988	AT2G33210	14074767	14078772	4005
20989	AT2G24940	10609417	10609900	483
20990	AT2G24520	10414963	10420029	5066
20991	AT2G01880	391421	394184	2763
20992	AT2G36870	15472607	15474828	2221
20993	AT2G32590	13829290	13833342	4052
20994	AT2G22250	9457786	9460919	3133
20995	AT2G20160	8699511	8700186	675
20996	AT2G31510	13416551	13421571	5020
20997	AT2G31470	13407380	13408720	1340
20998	AT2G16120	6996727	6998441	1714
20999	AT2G32010	13624751	13629255	4504
21000	AT2G29490	12631341	12632538	1197
21001	AT2G42530	17708593	17710433	1840
21002	AT2G13820	5774089	5776342	2253
21003	AT2G23050	9810525	9812662	2137
21004	AT2G46090	18950802	18953275	2473
21005	AT2G06510	2584984	2587686	2702
21006	AT2G40850	17051085	17053754	2669
21007	AT2G30140	12871984	12873866	1882
21008	AT2G36800	15423172	15425129	1957
21009	AT2G35340	14872265	14879739	7474
21010	AT2G20310	8761180	8763372	2192
21011	AT2G13810	5768417	5772266	3849
21012	AT2G42410	17657824	17658976	1152
21013	AT2G24270	10326918	10330048	3130
21014	AT2G13370	5544054	5556560	12506
21015	AT2G34180	14430761	14432482	1721
21016	AT2G47160	19357420	19361328	3908
21017	AT2G42840	17826071	17827648	1577
21018	AT2G46240	18986133	18990220	4087
21019	AT2G45190	18628252	18630779	2527
21020	AT2G38750	16196265	16198832	2567
21021	AT2G46880	19264573	19266456	1883
21022	AT2G37570	15761295	15763451	2156
21023	AT2G28180	12010994	12013739	2745
21024	AT2G27470	11744981	11746455	1474
21025	AT2G43070	17910523	17915009	4486
21026	AT2G31450	13401132	13404222	3090
21027	AT2G17180	7476662	7477683	1021
21028	AT2G04560	1590182	1592703	2521
21029	AT2G33480	14180978	14182439	1461
21030	AT2G03800	1156593	1159138	2545
21031	AT2G26890	11462067	11474371	12304
21032	AT2G42880	17840168	17844380	4212
21033	AT2G30290	12912519	12915915	3396
21034	AT2G34900	14723013	14725684	2671
21035	AT2G34830	14693696	14696803	3107
21036	AT2G01750	328025	332872	4847
21037	AT2G31830	13532483	13537800	5317
21038	AT2G01850	385171	387478	2307
21039	AT2G46740	19205157	19207608	2451
21040	AT2G17260	7504748	7508394	3646
21041	AT2G45680	18820242	18821889	1647
21042	AT2G34555	14556988	14558857	1869
21043	AT2G42600	17734302	17739167	4865
21044	AT2G41740	17410672	17417820	7148
21045	AT2G17390	7555586	7558064	2478
21046	AT2G03680	1120787	1122055	1268
21047	AT2G07690	3522984	3527500	4516
21048	AT2G48110	19673293	19679711	6418
21049	AT2G38960	16265286	16268334	3048
21050	AT2G20585	8865016	8866791	1775
21051	AT2G42580	17728479	17731836	3357
21052	AT2G43570	18076166	18077517	1351
21053	AT2G03870	1179971	1181512	1541
21054	AT2G18390	7988165	7989525	1360
21055	AT2G47580	19517187	19518913	1726
21056	AT2G22450	9530365	9533066	2701
21057	AT2G26580	11303455	11307010	3555
21058	AT2G23220	9884550	9886752	2202
21059	AT2G35190	14830626	14833417	2791
21060	AT2G22010	9363109	9369461	6352
21061	AT2G36985	15534739	15535304	565
21062	AT2G41850	17461655	17464242	2587
21063	AT2G41100	17137037	17139700	2663
21064	AT2G31750	13497118	13500228	3110
21065	AT2G41490	17301572	17304211	2639
21066	AT2G20860	8979554	8981923	2369
21067	AT2G42620	17756069	17758468	2399
21068	AT2G41680	17376155	17379059	2904
21069	AT2G19020	8246160	8246510	350
21070	AT2G23560	10029060	10030443	1383
21071	AT2G01918	424060	425810	1750
21072	AT2G40080	16734294	16734953	659
21073	AT2G32530	13809019	13813572	4553
21074	AT2G46340	19022154	19027528	5374
21075	AT2G23610	10044179	10046982	2803
21076	AT2G29450	12624403	12625790	1387
21077	AT2G47060	19332825	19335163	2338
21078	AT2G21240	9101277	9103141	1864
21079	AT2G02500	670461	673327	2866
21080	AT2G35770	15034037	15036556	2519
21081	AT2G02390	628730	631165	2435
21082	AT2G20810	8957793	8959780	1987
21083	AT2G14365	6088292	6088813	521
21084	AT2G41110	17140183	17141431	1248
21085	AT2G38470	16108235	16110766	2531
21086	AT2G47930	19616975	19617681	706
21087	AT2G25470	10838294	10842016	3722
21088	AT2G27860	11864277	11866998	2721
21089	AT2G02810	801527	803521	1994
21090	AT2G36660	15361321	15364398	3077
21091	AT2G05900	2256970	2257908	938
21092	AT2G31530	13427011	13430632	3621
21093	AT2G36460	15296613	15298754	2141
21094	AT2G31180	13286681	13288380	1699
21095	AT2G43290	17991052	17992047	995
21096	AT2G39970	16683832	16686815	2983
21097	AT2G21170	9070734	9074470	3736
21098	AT5G45550	18462107	18465097	2990
21099	AT5G16270	5316197	5322700	6503
21100	AT2G39060	16306491	16308362	1871
21101	AT2G38770	16202942	16210428	7486
21102	AT2G46610	19136566	19138762	2196
21103	AT2G20340	8779667	8782789	3122
21104	AT2G01730	320433	323963	3530
21105	AT2G35110	14795715	14803971	8256
21106	AT2G44150	18258569	18261542	2973
21107	AT2G40670	16969673	16972113	2440
21108	AT2G18700	8108898	8112010	3112
21109	AT2G38560	16134543	16136695	2152
21110	AT2G20180	8704024	8707009	2985
21111	AT2G29980	12781524	12785190	3666
21112	AT2G46310	19011462	19013018	1556
21113	AT2G32960	13987669	13990994	3325
21114	AT2G03710	1129229	1131838	2609
21115	AT2G23260	9899927	9901439	1512
21116	AT2G25180	10724301	10727272	2971
21117	AT2G24100	10244745	10246994	2249
21118	AT2G29750	12709721	12711725	2004
21119	AT2G33110	14041014	14043389	2375
21120	AT2G41690	17381647	17382851	1204
21121	AT2G02147	546596	547156	560
21122	AT2G17090	7434919	7437314	2395
21123	AT2G39220	16374881	16377168	2287
21124	AT2G22920	9753631	9757600	3969
21125	AT2G29440	12619630	12621231	1601
21126	AT2G45440	18730840	18733119	2279
21127	AT2G27070	11556392	11560215	3823
21128	AT2G42540	17710441	17712330	1889
21129	AT2G34720	14649706	14651709	2003
21130	AT5G47990	19434758	19436749	1991
21131	AT2G39120	16321721	16322957	1236
21132	AT2G21790	9293261	9297861	4600
21133	AT2G02950	854077	856725	2648
21134	AT2G41280	17209697	17210423	726
21135	AT2G04780	1676717	1678455	1738
21136	AT2G31070	13220478	13222642	2164
21137	AT2G33290	14108529	14112464	3935
21138	AT2G33240	14086584	14097285	10701
21139	AT2G32765	13894771	13895700	929
21140	AT2G42120	17563133	17566237	3104
21141	AT2G19670	8499000	8501294	2294
21142	AT2G39190	16349968	16356097	6129
21143	AT2G25660	10915307	10927702	12395
21144	AT2G14282	6049928	6050428	500
21145	AT2G22125	9406059	9414578	8519
21146	AT2G02240	592160	593724	1564
21147	AT2G44690	18429121	18430882	1761
21148	AT2G32690	13863635	13864710	1075
21149	AT2G19770	8519485	8521275	1790
21150	AT2G48150	19687831	19689229	1398
21151	AT2G45150	18613305	18615770	2465
21152	AT2G30420	12960847	12962162	1315
21153	AT2G39550	16501571	16504379	2808
21154	AT2G28890	12405391	12408239	2848
21155	AT2G34470	14530735	14532505	1770
21156	AT2G40830	17042623	17044915	2292
21157	AT2G22140	9414557	9418711	4154
21158	AT2G24850	10582074	10585216	3142
21159	AT2G31320	13353748	13359750	6002
21160	AT2G18730	8118736	8121947	3211
21161	AT2G24120	10248851	10254641	5790
21162	AT2G27020	11528230	11531178	2948
21163	AT2G42870	17836416	17837618	1202
21164	ATCG00330	36938	37240	302
21165	AT2G39470	16476198	16477843	1645
21166	AT2G41530	17323367	17325732	2365
21167	AT2G23150	9856149	9858778	2629
21168	AT2G19450	8426117	8429853	3736
21169	AT2G18280	7945998	7948468	2470
21170	AT2G46680	19165274	19166967	1693
21171	AT2G29960	12767610	12770668	3058
21172	AT2G29740	12706627	12708367	1740
21173	AT2G17620	7664055	7666522	2467
21174	AT2G37710	15814531	15817088	2557
21175	AT2G45000	18564017	18567892	3875
21176	AT2G31570	13437974	13439923	1949
21177	AT2G20260	8736734	8737767	1033
21178	AT2G41560	17332050	17337492	5442
21179	AT2G01520	235925	237253	1328
21180	AT2G41230	17194748	17195697	949
21181	AT2G46750	19207991	19211021	3030
21182	AT2G36120	15165213	15166536	1323
21183	AT2G28500	12186274	12188293	2019
21184	AT2G15660	6824242	6825576	1334
21185	AT2G22850	9731279	9733612	2333
21186	AT2G44350	18316278	18320789	4511
21187	AT2G36620	15350268	15352013	1745
21188	AT2G46020	18922533	18932055	9522
21189	AT2G01660	290573	292688	2115
21190	AT2G04040	1334270	1336550	2280
21191	AT2G30590	13033418	13035797	2379
21192	AT2G38050	15921136	15922321	1185
21193	AT2G36380	15257418	15263808	6390
21194	AT2G21950	9353174	9354645	1471
21195	AT2G23770	10119973	10122479	2506
21196	AT2G31430	13396042	13397283	1241
21197	AT2G01590	266559	267926	1367
21198	AT2G20825	8965556	8967243	1687
21199	AT2G35510	14916690	14920482	3792
21200	AT2G03070	905513	909272	3759
21201	AT2G27190	11621222	11623618	2396
21202	AT2G27760	11824772	11827609	2837
21203	AT2G02760	773645	775902	2257
21204	AT2G16780	7281374	7283686	2312
21205	AT2G26420	11238958	11242963	4005
21206	AT2G23930	10182251	10183370	1119
21207	AT4G10767	6627020	6627522	502
21208	AT2G31310	13352917	13353672	755
21209	AT2G18230	7931923	7934353	2430
21210	AT2G24090	10241875	10243674	1799
21211	AT2G40370	16857959	16860779	2820
21212	AT2G29990	12793320	12796085	2765
21213	AT2G29530	12640800	12642387	1587
21214	AT2G35550	14929243	14930898	1655
21215	AT2G32270	13704068	13706928	2860
21216	AT2G15680	6830995	6831641	646
21217	AT2G21650	9259511	9260697	1186
21218	AT2G19520	8455756	8459642	3886
21219	AT2G32940	13971916	13977521	5605
21220	AT2G38320	16055289	16058014	2725
21221	AT2G19480	8438393	8441501	3108
21222	AT2G47430	19459045	19464087	5042
21223	AT2G35035	14763178	14765079	1901
21224	AT2G38110	15952496	15955752	3256
21225	AT2G28160	12004658	12006276	1618
21226	AT2G39370	16443996	16445408	1412
21227	AT2G25840	11021692	11025451	3759
21228	AT2G27220	11637106	11639809	2703
21229	AT2G27010	11526168	11527854	1686
21230	AT2G29045	12476372	12477107	735
21231	AT2G26400	11231770	11233388	1618
21232	AT2G46970	19295431	19297858	2427
21233	AT2G02320	610428	611843	1415
21234	AT2G42430	17663353	17665337	1984
21235	AT2G30395	12954174	12955288	1114
21236	AT2G27810	11852078	11856335	4257
21237	AT2G24570	10437353	10439469	2116
21238	AT2G04450	1543320	1545535	2215
21239	AT2G30340	12931172	12932828	1656
21240	AT2G20880	8985959	8987302	1343
21241	AT2G30070	12834821	12838655	3834
21242	AT2G26260	11178064	11183278	5214
21243	AT2G26070	11105605	11107188	1583
21244	AT2G32800	13916440	13919179	2739
21245	AT2G47450	19472573	19474387	1814
21246	AT2G23140	9845410	9849379	3969
21247	AT2G45050	18582697	18584127	1430
21248	AT2G16910	7331721	7334254	2533
21249	AT2G17430	7568018	7570912	2894
21250	AT2G39350	16430085	16432751	2666
21251	AT2G39820	16618226	16619750	1524
21252	AT2G14890	6399405	6401149	1744
21253	AT2G13570	5655391	5656518	1127
21254	AT2G46390	19042301	19043234	933
21255	AT2G07680	3514668	3522658	7990
21256	AT2G40300	16831109	16833294	2185
21257	AT2G25295	10769877	10770485	608
21258	AT2G45070	18586974	18588452	1478
21259	AT2G29550	12643917	12646057	2140
21260	AT2G43650	18099236	18103438	4202
21261	AT2G16090	6986830	6990080	3250
21262	AT2G45480	18745249	18747634	2385
21263	AT2G03190	964214	964901	687
21264	AT2G26300	11196996	11201102	4106
21265	AT2G26560	11293702	11295918	2216
21266	AT2G43950	18200316	18202786	2470
21267	AT2G26880	11459906	11461099	1193
21268	AT2G44450	18340602	18343927	3325
21269	AT2G07771	3239693	3240463	770
21270	AT2G45550	18773517	18775797	2280
21271	AT2G33990	14360255	14362511	2256
21272	AT2G43810	18149197	18151295	2098
21273	AT2G31060	13213100	13218724	5624
21274	AT2G17130	7460814	7462607	1793
21275	AT2G40690	16973992	16976534	2542
21276	AT2G17250	7499472	7503195	3723
21277	AT2G42400	17654170	17656863	2693
21278	AT2G31953	13583376	13584020	644
21279	AT2G45790	18855675	18858018	2343
21280	AT4G25240	12930231	12933895	3664
21281	AT2G31760	13508493	13510390	1897
21282	AT2G43840	18157529	18159231	1702
21283	AT2G38340	16067396	16068615	1219
21284	AT2G16720	7255473	7256831	1358
21285	ATMG00450	119381	119701	320
21286	AT2G18030	7840037	7841823	1786
21287	AT2G02070	505375	510781	5406
21288	AT2G01350	165141	167259	2118
21289	AT2G31340	13361502	13365800	4298
21290	AT2G35940	15088762	15092415	3653
21291	AT2G18060	7847967	7851606	3639
21292	AT2G43980	18208253	18211644	3391
21293	AT2G43410	18025247	18031255	6008
21294	AT2G23290	9904506	9906032	1526
21295	AT2G01910	416021	420661	4640
21296	AT2G37860	15856528	15858986	2458
21297	AT2G24640	10475153	10479454	4301
21298	AT2G17440	7570989	7573878	2889
21299	AT2G04550	1588193	1590166	1973
21300	AT2G31880	13554870	13556977	2107
21301	AT2G25344	10795064	10796150	1086
21302	AT2G01110	83260	85258	1998
21303	AT2G19430	8415046	8417994	2948
21304	AT2G17900	7773220	7776825	3605
21305	AT2G19620	8485991	8488963	2972
21306	AT2G18290	7948306	7950329	2023
21307	AT2G45660	18807505	18811125	3620
21308	AT2G45170	18624264	18625791	1527
21309	AT2G33530	14197646	14200674	3028
21310	AT2G02150	549827	552856	3029
21311	AT2G31770	13511579	13513550	1971
21312	AT2G19720	8510020	8511395	1375
21313	AT2G14610	6241640	6242541	901
21314	AT2G16500	7150514	7153430	2916
21315	AT2G26930	11491707	11494290	2583
21316	AT2G03090	916806	918671	1865
21317	AT2G36305	15214386	15216613	2227
21318	AT2G47030	19324134	19326484	2350
21319	ATMG00200	55767	56090	323
21320	AT2G22430	9525988	9527845	1857
21321	AT2G20000	8631959	8637300	5341
21322	AT2G46800	19235374	19239577	4203
21323	AT2G19045	8251612	8252071	459
21324	AT2G33450	14173579	14174656	1077
21325	AT2G29350	12600914	12602556	1642
21326	AT2G28700	12317166	12318790	1624
21327	AT2G29330	12594536	12596438	1902
21328	AT2G44740	18441828	18443405	1577
21329	AT2G01430	187608	190369	2761
21330	AT2G28900	12414108	12415661	1553
21331	AT2G31085	13254152	13254859	707
21332	AT2G38280	16033292	16038972	5680
21333	AT2G29480	12630198	12631321	1123
21334	AT2G39890	16655577	16658412	2835
21335	AT2G32740	13886794	13888330	1536
21336	AT2G29420	12617936	12618899	963
21337	AT2G33560	14213601	14216054	2453
21338	AT2G21070	9040852	9043651	2799
21339	AT2G33870	14337198	14338385	1187
21340	AT2G17950	7808871	7810811	1940
21341	AT2G45430	18727504	18729272	1768
21342	AT2G20815	8959255	8962149	2894
21343	AT2G25685	10937527	10938113	586
21344	AT2G22980	9778759	9783310	4551
21345	AT2G31870	13549861	13553844	3983
21346	AT2G02350	617414	619138	1724
21347	AT2G04890	1720361	1722604	2243
21348	AT2G40475	16906899	16908152	1253
21349	AT2G01150	100484	101566	1082
21350	AT2G33380	14144831	14146555	1724
21351	AT2G18790	8139756	8144461	4705
21352	AT2G05630	2082894	2084905	2011
21353	AT2G39900	16658468	16660443	1975
21354	AT2G18450	7997344	8000825	3481
21355	AT2G29470	12628422	12629640	1218
21356	AT2G30500	12998105	13000825	2720
21357	AT2G38720	16188047	16192102	4055
21358	AT2G47170	19366596	19368840	2244
21359	AT2G43130	17929607	17931027	1420
21360	AT2G20890	8987584	8989416	1832
21361	AT2G17450	7576388	7577846	1458
21362	AT2G37060	15575996	15577916	1920
21363	AT2G38440	16095235	16101221	5986
21364	AT2G18550	8049371	8051316	1945
21365	AT2G01890	396756	399338	2582
21366	AT2G46210	18977344	18979309	1965
21367	AT2G40220	16796247	16797585	1338
21368	AT2G16440	7126279	7130729	4450
21369	AT2G30490	12993625	12996012	2387
21370	AT2G37040	15557367	15560755	3388
21371	AT2G22570	9589435	9590932	1497
21372	AT2G22830	9723615	9726384	2769
21373	AT2G02850	826299	827994	1695
21374	AT2G18020	7837067	7838476	1409
21375	AT2G35010	14754234	14756323	2089
21376	ATMG00540	150783	151151	368
21377	AT2G17870	7763528	7765276	1748
21378	AT2G28290	12056213	12073279	17066
21379	AT2G27100	11572397	11576658	4261
21380	AT2G18510	8030960	8033619	2659
21381	AT2G30950	13174279	13177223	2944
21382	AT2G25170	10713807	10724106	10299
21383	AT2G27690	11809279	11811280	2001
21384	AT2G36270	15204659	15207636	2977
21385	AT2G22970	9774749	9778561	3812
21386	AT2G46590	19132925	19135383	2458
21387	AT2G16570	7180142	7182287	2145
21388	AT2G36850	15454671	15469964	15293
21389	AT2G20520	8840557	8841565	1008
21390	AT2G33860	14325206	14328978	3772
21391	AT2G37720	15818082	15821311	3229
21392	AT2G32480	13788517	13790077	1560
21393	AT2G39080	16309798	16312622	2824
21394	AT2G13360	5538740	5541479	2739
21395	AT2G47110	19344635	19345345	710
21396	AT2G31190	13291191	13293799	2608
21397	AT2G44460	18346306	18350026	3720
21398	AT2G18380	7982556	7984126	1570
21399	AT2G23000	9792166	9796408	4242
21400	AT2G29140	12530838	12535457	4619
21401	AT2G40840	17044932	17051062	6130
21402	AT2G45800	18857941	18859278	1337
21403	AT2G38270	16031185	16033169	1984
21404	AT2G25060	10662190	10663103	913
21405	AT2G38170	15989083	15993326	4243
21406	AT2G15820	6888540	6891409	2869
21407	AT2G28840	12378272	12380809	2537
21408	AT2G45160	18617862	18620451	2589
21409	AT2G32260	13697457	13700648	3191
21410	AT2G46840	19248971	19249909	938
21411	AT2G42280	17611185	17613660	2475
21412	AT2G22040	9374438	9376260	1822
21413	AT2G44910	18517656	18519731	2075
21414	AT2G47180	19368798	19370478	1680
21415	AT2G06210	2428903	2436687	7784
21416	AT2G16700	7244500	7246069	1569
21417	AT2G33750	14271674	14273457	1783
21418	AT2G26060	11102223	11105364	3141
21419	AT2G02380	626842	628676	1834
21420	AT2G37560	15758601	15761262	2661
21421	AT2G47700	19552314	19554647	2333
21422	AT2G30330	12928660	12929863	1203
21423	AT2G01450	199491	203126	3635
21424	AT2G32900	13953665	13957748	4083
21425	AT2G39250	16388691	16391176	2485
21426	AT2G05335	1942520	1943101	581
21427	AT2G26950	11500721	11502136	1415
21428	AT2G30575	13020356	13024218	3862
21429	AT2G36010	15119516	15123184	3668
21430	AT2G44470	18354186	18358679	4493
21431	AT2G05850	2242545	2244851	2306
21432	AT2G47920	19615777	19616904	1127
21433	AT2G44490	18364652	18367835	3183
21434	AT2G42000	17529243	17530443	1200
21435	AT2G31650	13455272	13462431	7159
21436	AT2G29390	12610508	12612937	2429
21437	AT2G22860	9737583	9738384	801
21438	AT2G31260	13321833	13327496	5663
21439	AT2G40150	16775424	16777243	1819
21440	AT2G37280	15650169	15656657	6488
21441	AT2G47860	19599686	19602312	2626
21442	AT2G46400	19043411	19044955	1544
21443	AT2G18460	8001234	8002998	1764
21444	AT2G13600	5671396	5673622	2226
21445	AT2G31380	13381767	13383470	1703
21446	AT2G22540	9579647	9583901	4254
21447	AT2G33020	14013797	14016516	2719
21448	AT2G22330	9488413	9491404	2991
21449	AT2G34070	14387194	14390339	3145
21450	AT2G05620	2080647	2081859	1212
21451	AT2G17230	7494536	7496292	1756
21452	AT2G25140	10697629	10702203	4574
21453	AT2G32920	13962213	13965531	3318
21454	AT2G41660	17367492	17369206	1714
21455	AT2G05440	1993038	1994177	1139
21456	AT2G26010	11087280	11088001	721
21457	AT2G15290	6642300	6644055	1755
21458	AT2G28640	12284281	12286842	2561
21459	AT2G35160	14822774	14826194	3420
21460	AT2G16640	7211059	7215617	4558
21461	AT2G46950	19289087	19291632	2545
21462	AT2G19110	8278789	8286561	7772
21463	AT2G34920	14728027	14731255	3228
21464	AT2G35600	14940774	14945357	4583
21465	AT2G40320	16840081	16842404	2323
21466	AT2G41340	17228733	17231082	2349
21467	AT2G15390	6709116	6711156	2040
21468	AT2G45690	18823167	18825763	2596
21469	AT2G25240	10751656	10753380	1724
21470	AT2G17780	7724406	7727503	3097
21471	AT2G34980	14748877	14749878	1001
21472	AT2G34780	14668440	14673904	5464
21473	AT2G32990	14003128	14006065	2937
21474	AT2G28340	12103672	12106262	2590
21475	AT2G47760	19564795	19568438	3643
21476	AT2G14260	6041146	6043974	2828
21477	AT2G22000	9362113	9363203	1090
21478	AT2G47900	19610923	19613325	2402
21479	AT2G06983	2888894	2890172	1278
21480	AT2G43910	18184409	18187358	2949
21481	AT2G36230	15193694	15195558	1864
21482	AT2G19570	8470244	8471644	1400
21483	AT2G35370	14891041	14892298	1257
21484	AT2G42800	17807906	17810265	2359
21485	AT2G39200	16356041	16359943	3902
21486	AT2G26540	11287308	11290361	3053
21487	AT2G22190	9433616	9436658	3042
21488	AT2G46270	19000180	19003403	3223
21489	AT2G36310	15224497	15227276	2779
21490	AT2G35210	14836062	14838151	2089
21491	AT2G45410	18712220	18713211	991
21492	AT2G37920	15868340	15870071	1731
21493	AT2G32100	13647699	13649002	1303
21494	AT2G42820	17817244	17818545	1301
21495	AT2G05990	2322215	2325197	2982
21496	AT2G30200	12882948	12885776	2828
21497	AT2G34570	14562892	14564782	1890
21498	AT2G02360	619323	620793	1470
