Gene Name	Gene Start (bp)	Gene End (bp)
AT2G07681	3287529	3292366
AT2G30390	12950954	12954148
AT2G25710	10952547	10955411
AT2G34410	14518344	14522622
AT2G17265	7508473	7509887
AT2G05070	1799234	1800472
AT2G42810	17811935	17816772
AT2G34220	14450536	14453856
AT2G33230	14080319	14081971
AT2G36830	15445294	15446621
AT2G41300	17214219	17216292
AT2G04160	1401268	1407827
AT2G24000	10209421	10214042
AT2G19600	8478970	8483854
AT2G17560	7642117	7643739
AT2G43190	17955953	17958226
AT4G14040	8100349	8103094
AT2G17120	7458930	7460819
AT2G47240	19392497	19397907
AT2G06255	2457573	2459940
AT2G14170	5977272	5981899
AT2G23810	10135605	10137595
AT2G32400	13752263	13756893
AT2G20490	8831681	8832929
AT2G41900	17490271	17493922
AT2G29460	12626478	12627891
AT2G31200	13293953	13295410
AT2G23980	10201104	10205422
AT2G38540	16130290	16131240
AT2G44270	18297878	18300304
AT2G46650	19151481	19152739
AT2G38040	15917032	15921170
AT2G41430	17269158	17270542
AT2G47000	19309643	19315343
AT2G33385	14147382	14149902
AT2G33310	14113025	14116089
AT2G22090	9388260	9390575
AT2G34600	14573030	14573952
AT2G31170	13282355	13285678
AT2G14960	6451319	6453797
AT2G23570	10031565	10032691
AT2G44160	18262189	18265346
AT2G36070	15144795	15148223
AT2G36100	15159591	15160799
AT2G12940	5317475	5319090
AT2G01860	388055	389918
AT2G39310	16414034	16416845
AT2G18660	8089411	8091736
AT2G31305	13350369	13351490
AT2G21870	9320190	9322867
ATMG00940	251403	251897
AT2G47140	19350672	19352088
AT2G32835	13931166	13931453
AT2G17700	7685354	7689445
AT2G32980	13997325	13999949
AT2G01760	332902	334760
AT2G40190	16785173	16787590
AT2G33060	14025483	14028261
AT2G23250	9897809	9899125
AT2G02130	539898	540707
AT2G22910	9749857	9753103
ATMG00720	209499	209822
AT2G15490	6761635	6763500
AT2G19470	8433542	8436602
AT2G02560	689784	697707
AT2G32810	13919127	13925421
AT2G37590	15769086	15770805
AT2G45210	18641563	18642739
AT2G21660	9265084	9266557
AT2G11810	4743162	4746813
AT2G26180	11143290	11145103
AT2G37970	15890869	15891704
AT2G02100	528179	529186
AT2G22475	9541128	9545038
AT2G23760	10107707	10113327
AT2G33050	14021728	14024398
AT2G43000	17880457	17882636
AT2G29190	12543812	12548563
AT2G41010	17113798	17115047
AT2G18250	7939822	7941696
AT2G20120	8687330	8690214
AT2G24820	10574942	10576938
AT2G32620	13840687	13844425
AT2G36080	15148259	15151634
AT2G19040	8249877	8250208
AT2G23660	10060065	10061822
AT2G24430	10383497	10386625
AT2G29200	12548931	12553711
AT2G31660	13464294	13471867
AT2G27030	11531967	11534358
AT2G26000	11081156	11085382
AT2G23320	9924886	9926372
AT2G45900	18885751	18889178
AT2G28190	12014412	12016569
AT2G41500	17304130	17307426
AT2G23550	10026992	10028814
AT2G22290	9466389	9467948
AT2G04032	1289832	1291444
AT2G15050	6518749	6521549
AT2G24762	10559173	10560239
AT2G42830	17820114	17824013
AT2G33820	14306293	14308367
AT2G46180	18967269	18971409
AT2G18640	8083518	8084960
AT2G01650	284509	286529
AT2G17370	7549702	7552260
AT2G27490	11748015	11750488
AT2G22780	9689295	9692154
AT2G46830	19245591	19248915
AT3G18710	6434082	6436046
AT3G54820	20301759	20304309
AT3G18370	6305444	6310684
AT3G46230	16984118	16984867
AT3G25717	9375102	9375671
AT3G22840	8084405	8085669
AT3G28080	10451403	10455323
AT3G50700	18840411	18843053
AT3G47340	17437840	17441431
AT3G48330	17892738	17894162
AT3G46440	17089013	17092065
AT3G15170	5109782	5111608
AT3G13080	4195770	4201734
AT3G08580	2605435	2607895
AT3G44110	15868631	15871256
AT3G16830	5731519	5737854
AT3G51310	19044331	19049454
AT3G63120	23322359	23324283
AT3G53420	19803473	19805730
AT3G24495	8912343	8918288
AT3G50060	18557607	18559326
AT3G46790	17231681	17234045
AT3G49700	18434449	18436141
AT3G04060	1053360	1055196
AT3G50870	18910947	18912608
AT3G08510	2582362	2585898
AT3G63470	23438396	23441060
AT3G24660	9003569	9005943
AT3G16000	5430758	5433851
AT3G57080	21125725	21128075
AT3G25905	9486168	9486924
AT3G05200	1476960	1478850
AT3G56070	20806566	20808168
AT3G02780	602401	605506
AT3G61050	22597216	22601412
AT3G54850	20321353	20324020
AT3G45170	16537538	16538305
AT3G55380	20531069	20533285
AT3G51910	19265141	19266806
AT3G50440	18717392	18718396
AT3G44560	16151123	16154607
AT3G48360	17907767	17910738
AT3G48310	17887996	17889942
AT5G14345	4626175	4626782
AT3G02180	404432	405713
AT3G17420	5959174	5962289
AT3G13620	4450745	4452653
AT3G05960	1783388	1785495
AT3G63530	23456055	23458732
AT3G61990	22957054	22959018
AT3G20500	7157900	7160446
AT3G05660	1648843	1652149
AT3G57510	21283338	21285941
AT3G02230	415389	417723
AT3G10710	3352077	3354375
AT3G46590	17152460	17156240
AT3G10450	3249513	3252582
AT3G48100	17758427	17760950
AT3G58350	21591409	21592962
AT3G28930	10959641	10961461
AT3G08700	2643144	2644775
AT3G12300	3921419	3923155
AT3G16430	5581568	5583258
AT3G50670	18826160	18829684
AT3G54870	20330680	20336866
AT3G07960	2534776	2538374
AT3G12360	3934000	3936758
AT5G06230	1884928	1887175
ATMG01250	310514	310882
AT3G15360	5188241	5189836
AT3G24160	8726056	8729427
AT3G61710	22839232	22842446
AT3G22380	7912905	7919707
AT3G33520	14093656	14095588
AT3G05140	1435617	1438539
AT3G44910	16392064	16394579
AT3G13380	4346330	4350939
AT3G61140	22626167	22630141
AT3G27460	10159221	10162323
AT3G28210	10520443	10521796
AT3G27380	10129610	10132882
AT3G55100	20420279	20423114
AT3G14650	4922131	4924694
AT3G14270	4753705	4761456
AT3G09920	3038780	3044989
AT3G54900	20341357	20342464
AT3G16500	5612203	5614803
AT3G20670	7229390	7230146
ATMG00490	130817	131140
AT3G25730	9396272	9397766
AT3G23800	8581446	8583987
AT3G48680	18034935	18037041
AT3G05010	1389371	1391675
AT3G01840	296582	298648
AT3G08690	2641012	2642919
AT3G54300	20108207	20110883
AT3G21060	7377391	7380213
AT3G22420	7946408	7949177
AT3G62130	23004788	23007006
AT3G05880	1755497	1756924
AT3G57140	21150242	21153636
AT3G58970	21789332	21791476
AT3G18290	6273966	6280562
AT3G02150	390720	392767
AT3G61740	22850811	22857016
AT3G18140	6212585	6214804
AT3G07040	2225855	2229555
AT3G49580	18374908	18375940
AT3G50770	18873911	18874836
AT3G07680	2455239	2456918
AT3G22320	7890803	7892349
AT3G29160	11128620	11132105
AT3G09660	2961233	2966231
AT3G04090	1071984	1074244
AT3G11940	3777824	3779545
AT3G23070	8203393	8207419
AT3G20470	7140294	7141353
AT3G16490	5603848	5605765
ATMG01050	272944	273423
AT3G23630	8488695	8490266
AT3G01550	216805	219136
AT3G52090	19317737	19319123
AT3G03740	936878	941670
AT3G58010	21475805	21478187
AT3G08970	2737297	2740549
AT3G53900	19956590	19959075
AT3G21055	7376432	7377226
AT3G50530	18753337	18757145
AT3G47930	17684322	17687661
AT3G51780	19206768	19208648
AT3G54010	20000821	20005280
AT3G24270	8796541	8797031
AT3G22780	8048802	8052504
AT3G02730	588266	589693
AT3G45600	16733755	16735951
AT3G46010	16909217	16910845
AT3G12203	3891160	3894631
AT3G04570	1230746	1232451
AT3G28917	10924708	10925813
AT3G19960	6948774	6957726
AT3G21070	7380191	7384163
AT3G57670	21370757	21373591
AT3G20560	7182013	7186567
AT3G30842	12593810	12600432
AT3G16240	5505360	5507050
AT3G61780	22867420	22871612
AT3G01320	106294	113679
AT3G01680	251868	255513
AT3G62440	23096104	23097726
AT3G26790	9853828	9856212
AT3G49470	18340934	18342644
AT3G05750	1703850	1707730
AT3G12070	3844772	3847586
AT3G44900	16388724	16391582
AT3G04630	1258519	1260871
AT3G46560	17138476	17139582
AT3G01970	325952	327412
AT3G10700	3346509	3351170
AT3G48700	18038648	18039879
AT3G09090	2782698	2787930
AT3G26810	9867652	9870782
AT3G26120	9546259	9549453
AT3G27190	10039198	10043066
AT3G06400	1940907	1946980
AT3G54826	20310269	20311854
AT3G01500	194426	198664
AT3G08040	2566196	2569700
AT3G03860	992074	994697
AT3G63300	23384988	23387842
AT3G52590	19505379	19506932
AT3G02050	350613	354345
AT3G61910	22929006	22930456
AT3G29670	11527756	11529420
AT3G47640	17567126	17569394
AT3G24340	8831935	8835829
AT3G50950	18935674	18938799
AT3G54920	20344785	20348659
AT3G18200	6234509	6236139
AT3G43860	15706954	15709989
AT3G10360	3210884	3215621
AT3G23920	8641181	8644449
AT3G10560	3299893	3301704
AT3G19180	6632637	6637292
AT3G20865	7308504	7308962
AT3G58840	21757073	21758969
AT3G10985	3442237	3443680
AT3G01480	188321	190892
AT3G16920	5776264	5778052
AT3G44735	16291147	16292464
AT3G01390	149940	151572
AT3G59030	21819040	21821440
AT3G60350	22306488	22311244
AT3G49570	18372404	18373147
AT3G62770	23218610	23221243
AT3G23830	8606429	8608297
AT3G28300	10565674	10567634
AT3G54030	20010927	20013766
AT3G19830	6884711	6890441
AT3G43810	15663000	15666469
AT3G22425	7951023	7953223
AT3G03780	956862	961032
AT3G54110	20038670	20041210
AT3G01020	5104	6149
AT3G28910	10911132	10913190
AT3G14415	4818251	4821013
AT3G17611	6024795	6026556
AT3G02470	508886	511561
AT3G54050	20016837	20018822
AT3G07050	2229355	2232361
AT3G45960	16892702	16894153
AT3G63310	23387718	23389038
AT3G13222	4250958	4254278
AT3G20110	7021263	7023299
AT3G55280	20500234	20501738
AT3G22900	8115065	8116253
AT3G45290	16617398	16621370
AT3G14680	4934330	4936644
AT3G56660	20986109	20988320
AT3G51880	19246936	19249200
AT3G23580	8459838	8462815
AT3G18035	6168963	6172005
AT3G26060	9524590	9526501
AT3G26150	9565627	9567226
AT3G53540	19846647	19851045
AT3G16570	5644593	5646557
AT3G14400	4811486	4815515
AT3G52970	19641278	19643282
AT3G21260	7463834	7465975
AT3G03690	911178	913824
AT3G18110	6204429	6209801
AT3G03120	717143	719449
AT3G12920	4121789	4123582
AT3G02040	348167	350010
AT3G09650	2958676	2961299
AT3G49360	18303007	18304466
AT3G15840	5356587	5358596
AT3G50000	18534450	18537073
AT3G19420	6731329	6735623
AT3G60030	22165580	22169984
AT3G25440	9223956	9225774
AT3G29810	11728024	11730350
AT3G46613	17165791	17166399
AT3G10410	3235290	3238267
AT3G58710	21714911	21716916
AT3G59810	22096469	22097966
AT3G20910	7326355	7328581
AT3G29100	11075651	11077572
AT3G58810	21749966	21752141
AT3G07980	2543603	2551360
AT3G26932	9929996	9932249
AT3G18130	6210878	6212551
AT3G55460	20560802	20563885
AT3G06730	2124155	2126156
AT3G60010	22162914	22163601
AT3G02800	606285	607907
AT3G47620	17558793	17561259
AT3G59990	22155705	22158954
AT3G20970	7348157	7350341
AT3G61190	22650159	22651636
AT3G06290	1898877	1907448
AT5G48953	19847642	19848284
AT3G48580	18007098	18008535
AT3G50740	18855043	18857040
AT3G60100	22192730	22196447
AT3G17440	5969564	5972572
AT3G12145	3874487	3876302
AT3G01080	25355	27712
AT3G60190	22244169	22247976
AT3G17790	6089381	6091231
AT3G49250	18255960	18260998
AT3G07770	2478887	2484282
AT3G17040	5808666	5812780
AT3G23110	8222364	8224871
AT3G25655	9337431	9338075
AT3G57560	21310825	21312378
AT3G20320	7087445	7089927
AT3G61630	22804998	22806527
AT3G58750	21724306	21728137
AT3G20600	7194771	7195769
AT3G48231	17858234	17858874
AT3G61150	22630331	22635155
AT3G11540	3631887	3638100
AT3G44490	16097479	16098599
AT3G10140	3134873	3137417
AT3G14080	4667308	4669194
AT3G02990	673428	676428
AT3G20400	7114347	7114766
AT3G14020	4641930	4644571
AT3G02885	637921	639242
AT3G23100	8220682	8226400
AT3G19050	6577724	6590253
AT3G05720	1687583	1691821
AT3G05930	1770337	1771409
AT3G07060	2232534	2237141
AT3G20550	7174436	7178020
AT3G51820	19215930	19219128
AT3G52930	19626748	19629204
AT3G53120	19690571	19692578
AT3G59220	21893812	21895789
AT5G21120	7181926	7184365
AT5G40850	16365900	16369316
AT3G15370	5190554	5192197
AT3G11430	3595694	3597952
AT3G48300	17885465	17887272
AT3G04290	1133320	1136397
AT3G54140	20045603	20048745
AT3G02720	586224	588365
AT3G03540	846221	848297
AT3G24520	8941066	8942874
AT3G60840	22477573	22480980
AT3G44350	16022575	16024519
AT3G23010	8174341	8176911
AT3G57390	21233472	21235978
AT3G17390	5952187	5954091
AT3G60120	22205931	22209156
AT3G21820	7688434	7691567
AT3G27160	10017321	10019442
AT3G63260	23372878	23375405
AT3G26180	9578032	9580113
AT3G27925	10365652	10369013
AT3G51960	19282390	19284210
AT3G09520	2923518	2925889
AT3G12610	4006346	4008018
AT3G15050	5066879	5068013
AT3G25540	9274335	9276685
AT3G23590	8467398	8473627
AT3G45610	16739247	16740546
AT3G13290	4297282	4303634
AT3G63088	23313004	23313388
AT3G18750	6454013	6457613
AT3G46620	17178601	17180559
AT3G25520	9269277	9271465
AT3G27720	10271876	10273621
AT3G56970	21084035	21085245
AT3G13710	4490628	4493831
AT3G50240	18623254	18628914
AT3G54700	20248214	20250948
AT3G24503	8919560	8923296
AT3G24310	8811011	8812483
AT3G57300	21199150	21207893
AT3G23410	8382672	8386181
AT3G25170	9165667	9166820
AT3G08720	2648372	2651231
AT3G55515	20590263	20591401
AT3G45590	16732540	16733854
AT3G26640	9793179	9794874
AT3G05020	1391632	1392954
AT3G02920	651572	654487
AT3G14550	4884563	4887487
AT3G22370	7906521	7908746
AT3G50260	18634546	18635514
AT3G52880	19601167	19604597
AT3G09400	2891040	2893629
AT3G54320	20114488	20118745
AT3G22960	8139185	8142052
AT3G23810	8587622	8589754
AT3G44300	15983199	15985535
AT3G59550	21997052	22000737
AT3G10690	3339392	3346360
AT3G26290	9632608	9634822
AT3G48590	18008593	18010018
AT3G19490	6754615	6758285
AT3G48280	17879542	17881388
AT3G04420	1172687	1174508
AT3G11650	3675953	3677279
AT3G03950	1021146	1024015
AT3G22942	8134077	8136204
AT3G29770	11648096	11650980
AT3G16130	5466246	5468774
AT3G44680	16226519	16230009
AT3G24890	9097391	9099073
AT3G61230	22664425	22665690
AT3G58170	21542359	21544084
AT3G04070	1061300	1063234
AT3G12060	3843088	3845511
AT3G52850	19587756	19591947
AT3G09820	3011780	3014944
AT3G30720	12349047	12349933
AT3G23220	8287942	8288602
AT3G20580	7187699	7190648
AT3G13200	4242100	4244173
AT3G50960	18938697	18940428
AT3G10220	3161706	3164231
AT3G44540	16123426	16128030
AT3G44340	16011547	16020336
AT3G13920	4592248	4595080
AT3G45300	16621452	16625043
AT3G59600	22016376	22018361
AT3G48000	17716864	17720169
AT3G60570	22391153	22392708
AT3G11220	3513350	3516447
AT3G26210	9592727	9595283
AT3G06540	2034913	2037791
AT3G24320	8822924	8829728
AT3G56170	20842145	20844537
AT3G08900	2708086	2709949
AT3G61470	22745514	22747444
AT3G16785	5710889	5719192
AT3G11440	3602036	3605172
AT3G12380	3938183	3941935
AT3G17700	6048814	6052675
AT3G53030	19662195	19664553
AT3G22330	7892508	7895499
AT3G23380	8373375	8375098
AT3G49600	18380417	18387239
AT3G18485	6341918	6343178
AT3G48780	18089020	18093252
AT3G25010	9110057	9112936
AT3G52115	19326035	19328379
AT3G10500	3271217	3274176
AT3G44920	16396925	16399924
AT3G55130	20433839	20436453
AT3G25040	9124270	9126377
AT3G54350	20122017	20126981
AT3G61600	22795422	22798324
AT3G54340	20119140	20121314
AT3G13470	4389215	4393015
AT3G24515	8934408	8936298
AT3G17470	5979814	5982145
AT3G03340	786205	790152
AT3G16730	5695321	5699167
AT3G08560	2600091	2601907
AT3G30530	12139438	12140293
AT3G06740	2126312	2127467
AT3G57860	21426285	21428340
AT3G10730	3358288	3360702
AT3G46520	17128211	17131466
AT3G12520	3967816	3972135
AT3G54560	20196140	20197726
AT3G42960	15018695	15019685
AT3G54650	20225730	20229214
AT3G52820	19573916	19577141
AT3G27000	9952479	9955982
AT3G58680	21707247	21708972
AT3G03050	686981	691911
AT3G06860	2161735	2166357
AT3G26660	9797129	9797620
AT3G18518	6360135	6360532
AT3G11700	3698658	3701514
AT3G17630	6028688	6031986
AT3G53290	19758157	19759603
AT3G12240	3902254	3904992
AT3G62300	23054004	23057283
AT3G03480	828235	829926
AT3G54260	20084971	20086967
AT3G60130	22210026	22213882
AT3G47600	17539289	17541307
AT3G46330	17020718	17025069
AT3G04670	1266056	1268378
AT3G10572	3304225	3306504
AT3G04720	1285425	1286760
AT3G21110	7402477	7405674
AT3G19170	6625377	6632164
AT3G15790	5342712	5344715
AT3G11170	3499537	3502452
AT3G46510	17123731	17126897
AT3G05380	1539527	1546469
AT3G19150	6616330	6617951
AT3G24350	8837542	8839702
AT3G10340	3203988	3208135
AT3G23130	8242256	8243372
AT3G09530	2926042	2928569
AT3G01460	173190	182454
AT3G18820	6484068	6486264
AT3G60220	22254563	22256177
AT3G13750	4510965	4516478
AT3G07160	2264862	2279916
AT3G06020	1813164	1814363
AT3G53750	19915257	19917775
AT3G10570	3301887	3303982
AT3G23890	8624636	8631392
AT3G23030	8180646	8182095
AT3G13640	4458389	4461844
AT3G12500	3962136	3963984
AT3G51800	19210914	19213776
AT3G10110	3116110	3117894
AT3G26500	9707912	9710100
AT3G20520	7162766	7165864
AT3G12120	3860251	3863250
AT3G63110	23317971	23319636
AT3G30725	12352472	12353033
AT3G62690	23185348	23186720
AT3G21250	7457433	7463644
AT3G47870	17659680	17661354
AT3G51740	19188844	19192161
AT3G17730	6064272	6066180
AT3G48720	18046144	18049474
AT3G61380	22708482	22712077
AT3G12550	3978005	3981881
AT3G58790	21742071	21746324
AT3G54670	20235506	20244046
AT3G61580	22786022	22787972
AT3G58100	21515170	21517739
AT3G60900	22499292	22501239
AT3G17320	5915427	5916656
AT3G57660	21353497	21363201
AT3G13530	4411688	4423000
AT3G05870	1753289	1755631
AT3G06430	1956409	1958304
AT3G26710	9813223	9814752
AT3G12530	3972180	3974440
AT3G22200	7835144	7839061
AT3G29360	11267007	11269356
AT3G04770	1309273	1311129
AT3G59900	22129505	22130472
AT3G18070	6187267	6190180
AT3G24010	8675905	8678286
AT3G01470	182396	184403
AT3G24800	9055509	9058020
AT3G13300	4303822	4310275
AT3G28415	10647123	10651540
AT3G21200	7436026	7438011
AT3G50470	18728935	18730497
AT3G27080	9984947	9986738
AT3G47730	17594060	17599083
AT3G16980	5794392	5795827
AT3G27580	10217417	10220061
AT3G25585	9295175	9298746
AT3G13730	4497893	4500920
AT3G57260	21188397	21189967
AT3G12230	3899364	3901879
AT3G24050	8685739	8687726
AT3G28920	10940305	10941833
AT3G22590	8003898	8005902
AT3G21420	7541384	7543560
AT3G14930	5020461	5023146
AT3G12250	3905423	3908983
AT3G11750	3714762	3716018
AT3G59700	22052121	22054394
AT3G42473	14607080	14607971
AT3G50480	18733021	18734420
AT3G26830	9887917	9889791
AT3G53020	19660488	19662025
AT3G51240	19025192	19026872
AT3G55530	20595126	20597603
AT3G61220	22662849	22664493
AT3G50830	18893739	18895587
AT3G23150	8254559	8257888
AT3G59380	21944170	21946007
AT3G43440	15367546	15370157
AT3G22300	7885637	7886876
AT3G11900	3758452	3760751
AT3G25220	9182616	9184679
AT3G28290	10547441	10549401
AT3G47350	17446818	17450742
AT3G54170	20056664	20059583
AT3G53060	19670166	19670423
AT3G63520	23452808	23456078
AT3G14980	5039812	5045525
AT3G24550	8960095	8963568
AT3G55210	20465095	20466419
AT3G57240	21181642	21183144
AT3G14230	4737120	4739298
AT3G60970	22557282	22561716
AT3G47220	17387883	17390960
AT3G53230	19723350	19727128
AT3G53305	19763618	19765268
AT3G16260	5509344	5513245
AT3G03800	969050	971691
AT3G12890	4099199	4100534
AT3G45870	16867033	16868926
AT3G52380	19421397	19423097
AT3G16150	5471735	5473360
AT3G26410	9669415	9671348
AT3G55610	20624020	20629295
AT3G25740	9397784	9399805
AT3G20190	7044711	7047423
AT3G25265	9202692	9203671
AT3G09810	3008499	3011465
AT3G58460	21623179	21626701
AT3G54720	20254639	20257916
AT3G15000	5050195	5052455
AT3G47750	17606359	17611065
AT3G16250	5506931	5508414
AT3G01640	239333	241492
AT3G13390	4350936	4353396
AT3G60460	22342321	22343576
AT3G04880	1346273	1347377
AT3G27620	10229045	10230707
AT3G26160	9568280	9569886
AT3G51895	19251287	19255922
AT3G60360	22312258	22314427
AT3G13850	4559619	4561020
AT3G50460	18727666	18728810
AT3G07220	2297886	2299572
AT3G60720	22441771	22443876
AT3G21840	7695228	7695936
AT3G46100	16928158	16931053
AT3G54230	20073028	20080384
AT3G27840	10323354	10323950
AT3G02580	546739	548846
AT3G57270	21191237	21193189
AT3G29020	11008079	11009456
AT3G57130	21147558	21150238
AT3G48930	18140771	18142281
AT3G05310	1510160	1513301
AT3G26190	9583465	9585109
AT3G04943	1368248	1368678
AT3G55005	20383896	20386452
AT3G10640	3323271	3325085
AT3G04870	1342455	1346387
AT3G09640	2956156	2958330
AT3G57690	21384146	21384605
AT3G48750	18071454	18074641
AT3G63080	23309737	23311397
AT3G16857	5755714	5759443
AT3G25165	9163340	9163938
AT3G22310	7887276	7890153
AT3G24540	8952800	8955648
AT3G56190	20845674	20848695
AT3G60500	22353845	22356849
AT3G21880	7706257	7708346
AT3G19553	6790731	6792988
AT3G15390	5196522	5200394
AT3G58160	21534064	21542127
AT3G63420	23417249	23419024
AT3G63160	23333399	23334034
AT3G29250	11193389	11195171
AT3G21350	7517070	7518777
AT3G66658	2094998	2099250
AT3G17690	6045002	6048529
AT3G17590	6017166	6019724
AT3G59760	22071948	22075453
AT3G49780	18465318	18467224
AT3G20050	6998159	7002435
AT3G23250	8309209	8310910
AT3G29035	11033665	11035308
AT3G62150	23008653	23014030
AT3G25780	9409160	9411090
AT3G58070	21506572	21507739
AT3G17465	5977722	5979694
AT3G14810	4970944	4974534
AT3G14590	4904270	4908067
AT3G61890	22914154	22915393
AT3G22190	7830905	7834135
AT3G20880	7313538	7315883
AT3G30180	11810726	11813883
AT3G25800	9422476	9426049
AT3G26220	9595930	9597927
AT3G06030	1818732	1822858
AT3G03090	700433	704828
AT3G49170	18226827	18229610
AT3G26618	9788231	9790451
AT3G26520	9722443	9723904
AT3G60020	22164630	22165376
AT3G08550	2596023	2599898
AT3G16100	5459162	5460816
AT3G20070	7004672	7006941
AT3G10370	3216339	3219270
AT3G50660	18813949	18817405
AT3G28070	10447845	10451064
AT3G04380	1161366	1164977
AT3G14362	4793678	4794417
AT3G26600	9769634	9772122
AT3G53610	19876232	19878792
AT3G61172	22641713	22642182
AT3G60160	22223264	22229487
AT3G09270	2848183	2849686
AT3G45780	16816721	16824210
AT3G27430	10152458	10155447
AT3G23727	8544798	8545613
AT3G07630	2435408	2437989
AT3G53232	19730774	19731519
AT3G23560	8453903	8456708
AT3G04910	1354536	1358235
AT3G19710	6846969	6849582
AT3G53920	19960789	19963980
AT3G21865	7701003	7703504
AT3G19270	6673689	6676521
AT3G62610	23154630	23156585
AT3G19700	6843662	6847275
AT3G03490	830116	831997
AT3G25110	9146271	9148525
AT3G14300	4766905	4769936
AT3G04430	1175506	1176986
AT3G52940	19630077	19633328
AT3G04110	1077236	1080504
AT3G07560	2411321	2413587
AT3G53500	19834240	19837088
AT3G20480	7151387	7153464
AT3G52190	19353867	19357261
AT3G27280	10076809	10078608
AT3G61110	22611521	22612905
AT3G25860	9460433	9463013
AT3G53760	19917788	19922512
AT3G05330	1518857	1521909
AT3G02520	526293	528388
AT3G62230	23031531	23033146
AT3G58650	21696072	21699998
AT3G55360	20520930	20523098
AT3G19860	6903757	6906207
AT3G05630	1635194	1640357
AT3G24560	8963770	8966616
AT3G16380	5558445	5561126
AT3G27060	9979841	9981620
AT3G28380	10623699	10628201
AT3G12570	3988590	3991079
AT3G20770	7260429	7263384
AT3G06930	2185129	2189434
AT3G25820	9439146	9442774
AT3G54770	20273672	20276016
AT3G48170	17785854	17790026
AT3G22460	7963855	7965907
AT3G16690	5684317	5686544
AT3G61620	22801215	22804104
AT3G28730	10784888	10788729
AT3G59410	21948851	21959410
AT3G05240	1493684	1495381
AT3G20210	7052347	7054743
AT3G06190	1874169	1876946
AT3G02020	337712	343912
AT3G49240	18255961	18258203
AT3G49680	18422542	18425758
AT3G50930	18929526	18932181
AT3G02680	576308	579562
AT3G27310	10087106	10089260
AT3G56960	21079957	21084420
AT3G14610	4912324	4914672
AT3G51850	19232358	19235891
AT3G04710	1276668	1281170
AT3G56950	21078297	21079925
AT3G19160	6621988	6623278
AT3G50510	18744887	18746045
AT3G12600	4004469	4006330
AT3G26740	9827682	9828917
AT3G21270	7474544	7475903
AT3G50890	18916014	18917386
AT3G20100	7018826	7020901
AT3G24650	8997370	9001185
AT3G47700	17583601	17586707
AT3G55040	20398538	20400346
AT3G27785	10288603	10290934
AT3G61175	22642983	22643309
AT3G07800	2489387	2491180
AT3G19820	6879524	6882315
AT3G04240	1113914	1120933
AT3G22480	7967989	7969705
ATMG01230	308932	309369
AT3G21890	7708833	7709933
AT3G62420	23091586	23092850
AT3G46290	17012500	17015885
AT3G57040	21109059	21111567
AT3G18380	6310712	6313406
AT3G02570	543346	545602
AT3G06050	1825999	1827917
AT3G01530	210119	211804
AT3G15950	5397541	5402653
AT3G05420	1561671	1567336
AT3G52300	19396424	19398444
AT3G24500	8918267	8919683
AT3G21280	7477930	7482125
AT3G52450	19440617	19442427
AT3G05710	1684946	1687664
AT3G53780	19924538	19927026
AT3G59010	21802770	21805335
AT3G12990	4156054	4158004
AT3G05090	1417893	1423673
AT3G48160	17783331	17786160
AT3G14310	4771833	4775258
AT3G10850	3397549	3399761
AT3G03190	734892	735987
AT3G25420	9217832	9220836
AT3G12480	3957763	3960472
AT3G51790	19209515	19210849
AT3G18440	6328027	6330816
AT3G50980	18941925	18942940
AT3G27070	9982959	9984808
AT3G01070	19409	20806
AT3G17300	5907212	5909003
AT3G60000	22160815	22162867
AT3G16540	5626290	5628857
AT3G57050	21111700	21114737
AT3G47710	17590544	17591670
AT3G53000	19653910	19656135
AT3G06060	1827922	1830469
AT3G51300	19042858	19044393
AT3G23210	8283003	8285081
AT3G55110	20424550	20427384
AT3G04735	1292359	1292753
AT3G16390	5562400	5564574
AT3G15540	5264001	5265695
AT3G23805	8586359	8587271
AT3G22990	8163941	8166350
AT3G03530	842499	845096
AT3G49260	18262290	18266021
AT3G06960	2194208	2196581
AT3G09370	2879353	2882396
AT3G18990	6548127	6552055
AT3G24090	8697685	8701052
AT3G55270	20496081	20500019
AT3G47360	17450852	17452949
AT3G09790	3003862	3006250
AT3G12220	3896207	3899019
AT3G21560	7595680	7597607
AT3G44530	16115498	16121534
AT3G13682	4478873	4481767
AT3G59820	22097979	22102224
AT3G03720	925556	930002
AT3G25230	9188096	9191630
AT3G26270	9627562	9629200
AT3G53300	19760475	19762357
AT3G17310	5908934	5913345
AT3G02260	430877	448680
AT3G55440	20553403	20556560
AT3G15210	5121303	5122562
AT3G63030	23295285	23296626
AT3G15580	5273526	5275095
AT3G61850	22895268	22897732
AT3G19580	6802903	6804296
AT3G04260	1122948	1127581
AT3G01650	241739	245284
AT3G54640	20223034	20225523
AT3G17510	5988924	5993001
AT3G51600	19138338	19139423
AT3G24590	8970632	8972464
AT3G21640	7618851	7621477
AT3G02550	536500	538126
AT3G07020	2217622	2221956
AT3G14350	4782757	4787243
AT3G21870	7703799	7704958
AT3G63140	23326867	23328789
AT3G18910	6521569	6523061
AT3G53620	19880504	19883743
AT3G06483	1990349	1992864
AT3G13784	4528362	4530713
AT3G61460	22741511	22742772
AT3G62210	23026601	23028335
AT3G56110	20820135	20823106
AT3G59360	21935278	21940365
AT3G47460	17486490	17493395
AT3G59690	22048557	22051673
