chr	source	type	start	end	score	strand	phase	attributes	Gene	te_dist
Chr4	TAIR10	gene	12437108	12441968	.	+	.	ID=AT4G23940;Note=protein_coding_gene;Name=AT4G23940	AT4G23940	1262
Chr4	TAIR10	gene	12442047	12444547	.	+	.	ID=AT4G23950;Note=protein_coding_gene;Name=AT4G23950	AT4G23950	6201
Chr4	TAIR10	gene	12444765	12445323	.	+	.	ID=AT4G23960;Note=protein_coding_gene;Name=AT4G23960	AT4G23960	8919
Chr4	TAIR10	gene	12445378	12445680	.	-	.	ID=AT4G23970;Note=protein_coding_gene;Name=AT4G23970	AT4G23970	9532
Chr4	TAIR10	gene	12451198	12455267	.	+	.	ID=AT4G23980;Note=protein_coding_gene;Name=AT4G23980	AT4G23980	7469
Chr4	TAIR10	gene	12456489	12460753	.	+	.	ID=AT4G23990;Note=protein_coding_gene;Name=AT4G23990	AT4G23990	1983
Chr4	TAIR10	gene	12462030	12465625	.	+	.	ID=AT4G24000;Note=protein_coding_gene;Name=AT4G24000	AT4G24000	0
Chr4	TAIR10	gene	12466345	12469844	.	+	.	ID=AT4G24010;Note=protein_coding_gene;Name=AT4G24010	AT4G24010	3349
Chr4	TAIR10	gene	12469742	12471261	.	-	.	ID=AT4G24015;Note=protein_coding_gene;Name=AT4G24015	AT4G24015	6746
Chr4	TAIR10	gene	12479752	12483993	.	+	.	ID=AT4G24020;Note=protein_coding_gene;Name=AT4G24020	AT4G24020	54
Chr4	TAIR10	gene	12486202	12486272	.	-	.	ID=AT4G24025;Note=tRNA;Name=AT4G24025	AT4G24025	7
Chr4	TAIR10	gene	12486343	12486855	.	+	.	ID=AT4G24026;Note=protein_coding_gene;Name=AT4G24026	AT4G24026	148
Chr4	TAIR10	gene	12486247	12486633	.	-	.	ID=AT4G24030;Note=protein_coding_gene;Name=AT4G24030	AT4G24030	52
Chr4	TAIR10	gene	12488183	12491235	.	+	.	ID=AT4G24040;Note=protein_coding_gene;Name=AT4G24040	AT4G24040	888
Chr4	TAIR10	gene	12497055	12500128	.	+	.	ID=AT4G24050;Note=protein_coding_gene;Name=AT4G24050	AT4G24050	9760
Chr4	TAIR10	gene	12503782	12505646	.	+	.	ID=AT4G24060;Note=protein_coding_gene;Name=AT4G24060	AT4G24060	16487
Chr4	TAIR10	gene	12508895	12509095	.	+	.	ID=AT4G24070;Note=protein_coding_gene;Name=AT4G24070	AT4G24070	21600
Chr4	TAIR10	gene	12511358	12512290	.	+	.	ID=AT4G24080;Note=protein_coding_gene;Name=AT4G24080	AT4G24080	24063
Chr4	TAIR10	gene	12512736	12514592	.	+	.	ID=AT4G24090;Note=protein_coding_gene;Name=AT4G24090	AT4G24090	25441
Chr4	TAIR10	gene	12515076	12519841	.	+	.	ID=AT4G24100;Note=protein_coding_gene;Name=AT4G24100	AT4G24100	27781
Chr4	TAIR10	gene	12519932	12520813	.	-	.	ID=AT4G24110;Note=protein_coding_gene;Name=AT4G24110	AT4G24110	32637
Chr4	TAIR10	gene	12524491	12527341	.	+	.	ID=AT4G24120;Note=protein_coding_gene;Name=AT4G24120	AT4G24120	33826
Chr4	TAIR10	gene	12527753	12528593	.	+	.	ID=AT4G24130;Note=protein_coding_gene;Name=AT4G24130	AT4G24130	32574
Chr4	TAIR10	gene	12529875	12533842	.	-	.	ID=AT4G24140;Note=protein_coding_gene;Name=AT4G24140	AT4G24140	27325
Chr4	TAIR10	gene	12535972	12539387	.	+	.	ID=AT4G24150;Note=protein_coding_gene;Name=AT4G24150	AT4G24150	21780
Chr4	TAIR10	gene	12539777	12542489	.	+	.	ID=AT4G24160;Note=protein_coding_gene;Name=AT4G24160	AT4G24160	18678
Chr4	TAIR10	gene	12543206	12546805	.	+	.	ID=AT4G24170;Note=protein_coding_gene;Name=AT4G24170	AT4G24170	14362
Chr4	TAIR10	gene	12546969	12548960	.	+	.	ID=AT4G24175;Note=protein_coding_gene;Name=AT4G24175	AT4G24175	12207
Chr4	TAIR10	gene	12550356	12551299	.	-	.	ID=AT4G24180;Note=protein_coding_gene;Name=AT4G24180	AT4G24180	9868
Chr4	TAIR10	gene	12551717	12555909	.	-	.	ID=AT4G24190;Note=protein_coding_gene;Name=AT4G24190	AT4G24190	5258
Chr4	TAIR10	gene	12556646	12560944	.	-	.	ID=AT4G24200;Note=protein_coding_gene;Name=AT4G24200	AT4G24200	223
Chr4	TAIR10	gene	12561780	12562974	.	-	.	ID=AT4G24204;Note=protein_coding_gene;Name=AT4G24204	AT4G24204	0
Chr4	TAIR10	gene	12563553	12564482	.	+	.	ID=AT4G24210;Note=protein_coding_gene;Name=AT4G24210	AT4G24210	1748
Chr4	TAIR10	gene	12564945	12566755	.	+	.	ID=AT4G24220;Note=protein_coding_gene;Name=AT4G24220	AT4G24220	3140
Chr4	TAIR10	gene	12566631	12568846	.	-	.	ID=AT4G24230;Note=protein_coding_gene;Name=AT4G24230	AT4G24230	4826
Chr4	TAIR10	gene	12568875	12569024	.	+	.	ID=AT4G24231;Note=protein_coding_gene;Name=AT4G24231	AT4G24231	4734
Chr4	TAIR10	gene	12571766	12573725	.	+	.	ID=AT4G24240;Note=protein_coding_gene;Name=AT4G24240	AT4G24240	33
Chr4	TAIR10	gene	12574812	12577583	.	-	.	ID=AT4G24250;Note=protein_coding_gene;Name=AT4G24250	AT4G24250	0
Chr4	TAIR10	gene	12577871	12580133	.	-	.	ID=AT4G24260;Note=protein_coding_gene;Name=AT4G24260	AT4G24260	3031
Chr4	TAIR10	gene	12580559	12581165	.	-	.	ID=AT4G24265;Note=protein_coding_gene;Name=AT4G24265	AT4G24265	5719
Chr4	TAIR10	gene	12581601	12587384	.	-	.	ID=AT4G24270;Note=protein_coding_gene;Name=AT4G24270	AT4G24270	297
Chr4	TAIR10	gene	12588519	12589062	.	+	.	ID=AT4G24275;Note=protein_coding_gene;Name=AT4G24275	AT4G24275	400
Chr4	TAIR10	gene	12589988	12593630	.	+	.	ID=AT4G24280;Note=protein_coding_gene;Name=AT4G24280	AT4G24280	1869
Chr4	TAIR10	gene	12594282	12598028	.	+	.	ID=AT4G24290;Note=protein_coding_gene;Name=AT4G24290	AT4G24290	6
Chr4	TAIR10	gene	12598980	12600213	.	-	.	ID=AT4G24300;Note=protein_coding_gene;Name=AT4G24300	AT4G24300	60
Chr4	TAIR10	gene	12600893	12601675	.	+	.	ID=AT4G24310;Note=protein_coding_gene;Name=AT4G24310	AT4G24310	1973
Chr4	TAIR10	gene	12602298	12603485	.	-	.	ID=AT4G24320;Note=protein_coding_gene;Name=AT4G24320	AT4G24320	2863
Chr4	TAIR10	gene	12603521	12606328	.	-	.	ID=AT4G24330;Note=protein_coding_gene;Name=AT4G24330	AT4G24330	20
Chr4	TAIR10	gene	12607447	12609252	.	+	.	ID=AT4G24340;Note=protein_coding_gene;Name=AT4G24340	AT4G24340	137
Chr4	TAIR10	gene	12609528	12611468	.	+	.	ID=AT4G24350;Note=protein_coding_gene;Name=AT4G24350	AT4G24350	2218
Chr4	TAIR10	gene	12611396	12612131	.	-	.	ID=AT4G24370;Note=protein_coding_gene;Name=AT4G24370	AT4G24370	4086
Chr4	TAIR10	gene	12612535	12613719	.	+	.	ID=AT4G24380;Note=protein_coding_gene;Name=AT4G24380	AT4G24380	5225
Chr4	TAIR10	gene	12613076	12616117	.	-	.	ID=AT4G24390;Note=protein_coding_gene;Name=AT4G24390	AT4G24390	5766
Chr4	TAIR10	gene	12617256	12620684	.	+	.	ID=AT4G24400;Note=protein_coding_gene;Name=AT4G24400	AT4G24400	9946
Chr4	TAIR10	gene	12623530	12624039	.	-	.	ID=AT4G24410;Note=protein_coding_gene;Name=AT4G24410	AT4G24410	16220
Chr4	TAIR10	gene	12623536	12626432	.	+	.	ID=AT4G24415;Note=miRNA;Name=AT4G24415	AT4G24415	16226
Chr4	TAIR10	gene	12627096	12627606	.	+	.	ID=AT4G24420;Note=protein_coding_gene;Name=AT4G24420	AT4G24420	19786
Chr4	TAIR10	gene	12630018	12633075	.	+	.	ID=AT4G24430;Note=protein_coding_gene;Name=AT4G24430	AT4G24430	22708
Chr4	TAIR10	gene	12633180	12634760	.	+	.	ID=AT4G24440;Note=protein_coding_gene;Name=AT4G24440	AT4G24440	25870
Chr4	TAIR10	gene	12635426	12642797	.	+	.	ID=AT4G24450;Note=protein_coding_gene;Name=AT4G24450	AT4G24450	28116
Chr4	TAIR10	gene	12642854	12645501	.	+	.	ID=AT4G24460;Note=protein_coding_gene;Name=AT4G24460	AT4G24460	35544
Chr4	TAIR10	gene	12645542	12647965	.	+	.	ID=AT4G24470;Note=protein_coding_gene;Name=AT4G24470	AT4G24470	37063
Chr4	TAIR10	gene	12649987	12654984	.	+	.	ID=AT4G24480;Note=protein_coding_gene;Name=AT4G24480	AT4G24480	30044
Chr4	TAIR10	gene	12655059	12658336	.	-	.	ID=AT4G24490;Note=protein_coding_gene;Name=AT4G24490	AT4G24490	26692
Chr4	TAIR10	gene	12658444	12660605	.	+	.	ID=AT4G24500;Note=protein_coding_gene;Name=AT4G24500	AT4G24500	24423
Chr4	TAIR10	gene	12660749	12662656	.	+	.	ID=AT4G24510;Note=protein_coding_gene;Name=AT4G24510	AT4G24510	22372
Chr4	TAIR10	gene	12662561	12667199	.	-	.	ID=AT4G24520;Note=protein_coding_gene;Name=AT4G24520	AT4G24520	17829
Chr4	TAIR10	gene	12667358	12670013	.	-	.	ID=AT4G24530;Note=protein_coding_gene;Name=AT4G24530	AT4G24530	15015
Chr4	TAIR10	gene	12670965	12674072	.	-	.	ID=AT4G24540;Note=protein_coding_gene;Name=AT4G24540	AT4G24540	10956
Chr4	TAIR10	gene	12675734	12679040	.	+	.	ID=AT4G24550;Note=protein_coding_gene;Name=AT4G24550	AT4G24550	5988
Chr4	TAIR10	gene	12679210	12684939	.	-	.	ID=AT4G24560;Note=protein_coding_gene;Name=AT4G24560	AT4G24560	89
Chr4	TAIR10	gene	12686139	12686220	.	+	.	ID=AT4G24565;Note=tRNA;Name=AT4G24565	AT4G24565	682
Chr4	TAIR10	gene	12686459	12687650	.	+	.	ID=AT4G24570;Note=protein_coding_gene;Name=AT4G24570	AT4G24570	1002
Chr4	TAIR10	gene	12687879	12694248	.	-	.	ID=AT4G24580;Note=protein_coding_gene;Name=AT4G24580	AT4G24580	2422
Chr4	TAIR10	gene	12696538	12698218	.	+	.	ID=AT4G24590;Note=protein_coding_gene;Name=AT4G24590	AT4G24590	0
Chr4	TAIR10	gene	12699986	12700478	.	+	.	ID=AT4G24600;Note=protein_coding_gene;Name=AT4G24600	AT4G24600	61
Chr4	TAIR10	gene	12700597	12708109	.	-	.	ID=AT4G24610;Note=protein_coding_gene;Name=AT4G24610	AT4G24610	672
Chr4	TAIR10	gene	12708752	12712825	.	-	.	ID=AT4G24620;Note=protein_coding_gene;Name=AT4G24620	AT4G24620	862
Chr4	TAIR10	gene	12714624	12717111	.	+	.	ID=AT4G24630;Note=protein_coding_gene;Name=AT4G24630	AT4G24630	833
Chr4	TAIR10	gene	12717788	12719017	.	+	.	ID=AT4G24640;Note=protein_coding_gene;Name=AT4G24640	AT4G24640	903
Chr4	TAIR10	gene	12719607	12719771	.	+	.	ID=AT4G24644;Note=protein_coding_gene;Name=AT4G24644	AT4G24644	149
Chr4	TAIR10	gene	12720394	12721443	.	+	.	ID=AT4G24650;Note=protein_coding_gene;Name=AT4G24650	AT4G24650	0
Chr4	TAIR10	gene	12724743	12725637	.	-	.	ID=AT4G24660;Note=protein_coding_gene;Name=AT4G24660	AT4G24660	4304
Chr4	TAIR10	gene	12727834	12731274	.	-	.	ID=AT4G24670;Note=protein_coding_gene;Name=AT4G24670	AT4G24670	7395
Chr4	TAIR10	gene	12732678	12740051	.	+	.	ID=AT4G24680;Note=protein_coding_gene;Name=AT4G24680	AT4G24680	0
Chr4	TAIR10	gene	12741033	12744533	.	+	.	ID=AT4G24690;Note=protein_coding_gene;Name=AT4G24690	AT4G24690	28
Chr4	TAIR10	gene	12744622	12745313	.	-	.	ID=AT4G24700;Note=protein_coding_gene;Name=AT4G24700	AT4G24700	3617
Chr4	TAIR10	gene	12745547	12748995	.	-	.	ID=AT4G24710;Note=protein_coding_gene;Name=AT4G24710	AT4G24710	2568
Chr4	TAIR10	gene	12749278	12754096	.	-	.	ID=AT4G24730;Note=protein_coding_gene;Name=AT4G24730	AT4G24730	0
Chr4	TAIR10	gene	12754529	12757786	.	-	.	ID=AT4G24740;Note=protein_coding_gene;Name=AT4G24740	AT4G24740	2464
Chr4	TAIR10	gene	12758214	12760908	.	-	.	ID=AT4G24750;Note=protein_coding_gene;Name=AT4G24750	AT4G24750	6149
Chr4	TAIR10	gene	12761283	12763781	.	-	.	ID=AT4G24760;Note=protein_coding_gene;Name=AT4G24760	AT4G24760	3724
Chr4	TAIR10	gene	12766030	12768040	.	-	.	ID=AT4G24770;Note=protein_coding_gene;Name=AT4G24770	AT4G24770	0
Chr4	TAIR10	gene	12770331	12772479	.	-	.	ID=AT4G24780;Note=protein_coding_gene;Name=AT4G24780	AT4G24780	1047
Chr4	TAIR10	gene	12777558	12781688	.	+	.	ID=AT4G24790;Note=protein_coding_gene;Name=AT4G24790	AT4G24790	8274
Chr4	TAIR10	gene	12781762	12785197	.	+	.	ID=AT4G24800;Note=protein_coding_gene;Name=AT4G24800	AT4G24800	12478
Chr4	TAIR10	gene	12785288	12786249	.	+	.	ID=AT4G24805;Note=protein_coding_gene;Name=AT4G24805	AT4G24805	16004
Chr4	TAIR10	gene	12786130	12789791	.	-	.	ID=AT4G24810;Note=protein_coding_gene;Name=AT4G24810	AT4G24810	16846
Chr4	TAIR10	gene	12789030	12792722	.	-	.	ID=AT4G24820;Note=protein_coding_gene;Name=AT4G24820	AT4G24820	19746
Chr4	TAIR10	gene	12792873	12795974	.	-	.	ID=AT4G24830;Note=protein_coding_gene;Name=AT4G24830	AT4G24830	23589
Chr4	TAIR10	gene	12796247	12800949	.	-	.	ID=AT4G24840;Note=protein_coding_gene;Name=AT4G24840	AT4G24840	20036
Chr4	TAIR10	gene	12801549	12808190	.	-	.	ID=AT4G24860;Note=protein_coding_gene;Name=AT4G24860	AT4G24860	12795
Chr4	TAIR10	gene	12808520	12811377	.	+	.	ID=AT4G24880;Note=protein_coding_gene;Name=AT4G24880	AT4G24880	9608
Chr4	TAIR10	gene	12811479	12814449	.	-	.	ID=AT4G24890;Note=protein_coding_gene;Name=AT4G24890	AT4G24890	6536
Chr4	TAIR10	gene	12814838	12817622	.	+	.	ID=AT4G24900;Note=protein_coding_gene;Name=AT4G24900	AT4G24900	3363
Chr4	TAIR10	gene	12817954	12818901	.	-	.	ID=AT4G24910;Note=protein_coding_gene;Name=AT4G24910	AT4G24910	2084
Chr4	TAIR10	gene	12819511	12820736	.	-	.	ID=AT4G24920;Note=protein_coding_gene;Name=AT4G24920	AT4G24920	249
Chr4	TAIR10	gene	12821223	12823742	.	-	.	ID=AT4G24930;Note=protein_coding_gene;Name=AT4G24930	AT4G24930	0
Chr4	TAIR10	gene	12823496	12826200	.	+	.	ID=AT4G24940;Note=protein_coding_gene;Name=AT4G24940	AT4G24940	2176
Chr4	TAIR10	gene	12826282	12826755	.	+	.	ID=AT4G24950;Note=protein_coding_gene;Name=AT4G24950	AT4G24950	4962
Chr4	TAIR10	gene	12827936	12829243	.	+	.	ID=AT4G24960;Note=protein_coding_gene;Name=AT4G24960	AT4G24960	6616
Chr4	TAIR10	gene	12831009	12835449	.	+	.	ID=AT4G24970;Note=protein_coding_gene;Name=AT4G24970	AT4G24970	4755
Chr4	TAIR10	gene	12837353	12839823	.	+	.	ID=AT4G24972;Note=protein_coding_gene;Name=AT4G24972	AT4G24972	381
Chr4	TAIR10	gene	12840970	12841374	.	+	.	ID=AT4G24973;Note=protein_coding_gene;Name=AT4G24973	AT4G24973	109
Chr4	TAIR10	gene	12842850	12843363	.	+	.	ID=AT4G24974;Note=protein_coding_gene;Name=AT4G24974	AT4G24974	809
Chr4	TAIR10	gene	12843802	12844209	.	+	.	ID=AT4G24975;Note=protein_coding_gene;Name=AT4G24975	AT4G24975	0
Chr4	TAIR10	gene	12846797	12848376	.	-	.	ID=AT4G24980;Note=protein_coding_gene;Name=AT4G24980	AT4G24980	238
Chr4	TAIR10	gene	12849709	12851633	.	-	.	ID=AT4G24990;Note=protein_coding_gene;Name=AT4G24990	AT4G24990	936
Chr4	TAIR10	gene	12851969	12853845	.	-	.	ID=AT4G25000;Note=protein_coding_gene;Name=AT4G25000	AT4G25000	3196
Chr4	TAIR10	gene	12854385	12856541	.	-	.	ID=AT4G25010;Note=protein_coding_gene;Name=AT4G25010	AT4G25010	5612
Chr4	TAIR10	gene	12860634	12861975	.	-	.	ID=AT4G25020;Note=protein_coding_gene;Name=AT4G25020	AT4G25020	351
Chr4	TAIR10	gene	12864614	12866827	.	+	.	ID=AT4G25030;Note=protein_coding_gene;Name=AT4G25030	AT4G25030	754
Chr4	TAIR10	gene	12868174	12869457	.	+	.	ID=AT4G25040;Note=protein_coding_gene;Name=AT4G25040	AT4G25040	174
Chr4	TAIR10	gene	12870006	12871316	.	+	.	ID=AT4G25050;Note=protein_coding_gene;Name=AT4G25050	AT4G25050	2006
Chr4	TAIR10	gene	12872446	12876734	.	+	.	ID=AT4G25070;Note=protein_coding_gene;Name=AT4G25070	AT4G25070	4446
Chr4	TAIR10	gene	12876846	12878651	.	+	.	ID=AT4G25080;Note=protein_coding_gene;Name=AT4G25080	AT4G25080	8846
Chr4	TAIR10	gene	12878771	12883701	.	-	.	ID=AT4G25090;Note=protein_coding_gene;Name=AT4G25090	AT4G25090	8653
Chr4	TAIR10	gene	12884300	12887011	.	-	.	ID=AT4G25100;Note=protein_coding_gene;Name=AT4G25100	AT4G25100	5343
Chr4	TAIR10	gene	12887518	12890262	.	-	.	ID=AT4G25110;Note=protein_coding_gene;Name=AT4G25110	AT4G25110	2092
Chr4	TAIR10	gene	12890694	12898501	.	+	.	ID=AT4G25120;Note=protein_coding_gene;Name=AT4G25120	AT4G25120	0
Chr4	TAIR10	gene	12898591	12900064	.	-	.	ID=AT4G25130;Note=protein_coding_gene;Name=AT4G25130	AT4G25130	5832
Chr4	TAIR10	gene	12900430	12901577	.	+	.	ID=AT4G25140;Note=protein_coding_gene;Name=AT4G25140	AT4G25140	7671
Chr4	TAIR10	gene	12901534	12903125	.	-	.	ID=AT4G25150;Note=protein_coding_gene;Name=AT4G25150	AT4G25150	8775
Chr4	TAIR10	gene	12903191	12907338	.	-	.	ID=AT4G25160;Note=protein_coding_gene;Name=AT4G25160	AT4G25160	10432
Chr4	TAIR10	gene	12909575	12911580	.	+	.	ID=AT4G25170;Note=protein_coding_gene;Name=AT4G25170	AT4G25170	16816
Chr4	TAIR10	gene	12911550	12914014	.	-	.	ID=AT4G25180;Note=protein_coding_gene;Name=AT4G25180	AT4G25180	18791
Chr4	TAIR10	gene	12914183	12916075	.	-	.	ID=AT4G25190;Note=protein_coding_gene;Name=AT4G25190	AT4G25190	21424
Chr4	TAIR10	gene	12917017	12918053	.	+	.	ID=AT4G25200;Note=protein_coding_gene;Name=AT4G25200	AT4G25200	24258
Chr4	TAIR10	gene	12918328	12919742	.	+	.	ID=AT4G25210;Note=protein_coding_gene;Name=AT4G25210	AT4G25210	25569
Chr4	TAIR10	gene	12920927	12922885	.	+	.	ID=AT4G25220;Note=protein_coding_gene;Name=AT4G25220	AT4G25220	24660
Chr4	TAIR10	gene	12922934	12923307	.	-	.	ID=AT4G25225;Note=protein_coding_gene;Name=AT4G25225	AT4G25225	24238
Chr4	TAIR10	gene	12923919	12929156	.	+	.	ID=AT4G25230;Note=protein_coding_gene;Name=AT4G25230	AT4G25230	18389
Chr4	TAIR10	gene	12930402	12933892	.	+	.	ID=AT4G25240;Note=protein_coding_gene;Name=AT4G25240	AT4G25240	13653
Chr4	TAIR10	gene	12934562	12935373	.	+	.	ID=AT4G25250;Note=protein_coding_gene;Name=AT4G25250	AT4G25250	12172
Chr4	TAIR10	gene	12935710	12936658	.	-	.	ID=AT4G25260;Note=protein_coding_gene;Name=AT4G25260	AT4G25260	10887
Chr4	TAIR10	gene	12937253	12938836	.	-	.	ID=AT4G25270;Note=protein_coding_gene;Name=AT4G25270	AT4G25270	8709
Chr4	TAIR10	gene	12938956	12940744	.	-	.	ID=AT4G25280;Note=protein_coding_gene;Name=AT4G25280	AT4G25280	6801
Chr4	TAIR10	gene	12941242	12944994	.	-	.	ID=AT4G25290;Note=protein_coding_gene;Name=AT4G25290	AT4G25290	2551
Chr4	TAIR10	gene	12945173	12946778	.	+	.	ID=AT4G25300;Note=protein_coding_gene;Name=AT4G25300	AT4G25300	767
Chr4	TAIR10	gene	12949664	12951234	.	+	.	ID=AT4G25310;Note=protein_coding_gene;Name=AT4G25310	AT4G25310	0
Chr4	TAIR10	gene	12951344	12952870	.	-	.	ID=AT4G25315;Note=protein_coding_gene;Name=AT4G25315	AT4G25315	14
Chr4	TAIR10	gene	12954077	12956543	.	+	.	ID=AT4G25320;Note=protein_coding_gene;Name=AT4G25320	AT4G25320	289
Chr4	TAIR10	gene	12957834	12958714	.	+	.	ID=AT4G25330;Note=protein_coding_gene;Name=AT4G25330	AT4G25330	114
Chr4	TAIR10	gene	12959442	12962699	.	-	.	ID=AT4G25340;Note=protein_coding_gene;Name=AT4G25340	AT4G25340	1722
Chr4	TAIR10	gene	12963382	12966448	.	-	.	ID=AT4G25350;Note=protein_coding_gene;Name=AT4G25350	AT4G25350	990
Chr4	TAIR10	gene	12969577	12972666	.	+	.	ID=AT4G25360;Note=protein_coding_gene;Name=AT4G25360	AT4G25360	705
Chr4	TAIR10	gene	12972708	12974870	.	+	.	ID=AT4G25370;Note=protein_coding_gene;Name=AT4G25370	AT4G25370	3836
Chr4	TAIR10	gene	12975936	12976328	.	-	.	ID=AT4G25380;Note=protein_coding_gene;Name=AT4G25380	AT4G25380	7064
Chr4	TAIR10	gene	12977004	12977138	.	-	.	ID=AT4G25386;Note=protein_coding_gene;Name=AT4G25386	AT4G25386	8132
Chr4	TAIR10	gene	12977341	12979568	.	+	.	ID=AT4G25390;Note=protein_coding_gene;Name=AT4G25390	AT4G25390	8469
Chr4	TAIR10	gene	12981295	12982468	.	+	.	ID=AT4G25400;Note=protein_coding_gene;Name=AT4G25400	AT4G25400	10470
Chr4	TAIR10	gene	12985755	12987217	.	+	.	ID=AT4G25410;Note=protein_coding_gene;Name=AT4G25410	AT4G25410	5721
Chr4	TAIR10	gene	12990884	12992458	.	-	.	ID=AT4G25420;Note=protein_coding_gene;Name=AT4G25420	AT4G25420	480
Chr4	TAIR10	gene	12998361	13000211	.	+	.	ID=AT4G25430;Note=protein_coding_gene;Name=AT4G25430	AT4G25430	808
Chr4	TAIR10	gene	13001198	13001870	.	-	.	ID=AT4G25433;Note=protein_coding_gene;Name=AT4G25433	AT4G25433	3645
Chr4	TAIR10	gene	13003976	13005863	.	-	.	ID=AT4G25434;Note=protein_coding_gene;Name=AT4G25434	AT4G25434	392
Chr4	TAIR10	gene	13006234	13006306	.	-	.	ID=AT4G25435;Note=tRNA;Name=AT4G25435	AT4G25435	0
Chr4	TAIR10	gene	13006727	13009608	.	-	.	ID=AT4G25440;Note=protein_coding_gene;Name=AT4G25440	AT4G25440	419
Chr4	TAIR10	gene	13009695	13013971	.	-	.	ID=AT4G25450;Note=protein_coding_gene;Name=AT4G25450	AT4G25450	3387
Chr4	TAIR10	gene	13015277	13016220	.	-	.	ID=AT4G25470;Note=protein_coding_gene;Name=AT4G25470	AT4G25470	3660
Chr4	TAIR10	gene	13018214	13019121	.	-	.	ID=AT4G25480;Note=protein_coding_gene;Name=AT4G25480	AT4G25480	759
Chr4	TAIR10	gene	13021780	13022725	.	-	.	ID=AT4G25490;Note=protein_coding_gene;Name=AT4G25490	AT4G25490	1798
Chr4	TAIR10	gene	13024571	13027484	.	+	.	ID=AT4G25500;Note=protein_coding_gene;Name=AT4G25500	AT4G25500	4589
Chr4	TAIR10	gene	13027443	13028036	.	-	.	ID=AT4G25510;Note=protein_coding_gene;Name=AT4G25510	AT4G25510	7461
Chr4	TAIR10	gene	13028219	13031799	.	+	.	ID=AT4G25515;Note=protein_coding_gene;Name=AT4G25515	AT4G25515	8237
Chr4	TAIR10	gene	13032178	13036213	.	-	.	ID=AT4G25520;Note=protein_coding_gene;Name=AT4G25520	AT4G25520	12196
Chr4	TAIR10	gene	13038360	13042443	.	+	.	ID=AT4G25530;Note=protein_coding_gene;Name=AT4G25530	AT4G25530	18378
Chr4	TAIR10	gene	13042557	13048213	.	-	.	ID=AT4G25540;Note=protein_coding_gene;Name=AT4G25540	AT4G25540	22575
Chr4	TAIR10	gene	13048377	13051169	.	+	.	ID=AT4G25550;Note=protein_coding_gene;Name=AT4G25550	AT4G25550	23366
Chr4	TAIR10	gene	13052555	13053618	.	+	.	ID=AT4G25560;Note=protein_coding_gene;Name=AT4G25560	AT4G25560	20917
Chr4	TAIR10	gene	13053686	13055623	.	-	.	ID=AT4G25570;Note=protein_coding_gene;Name=AT4G25570	AT4G25570	18912
Chr4	TAIR10	gene	13056184	13058802	.	+	.	ID=AT4G25580;Note=protein_coding_gene;Name=AT4G25580	AT4G25580	15733
Chr4	TAIR10	gene	13058832	13058913	.	-	.	ID=AT4G25585;Note=tRNA;Name=AT4G25585	AT4G25585	15622
Chr4	TAIR10	gene	13058936	13060107	.	-	.	ID=AT4G25590;Note=protein_coding_gene;Name=AT4G25590	AT4G25590	14428
Chr4	TAIR10	gene	13060659	13062595	.	+	.	ID=AT4G25600;Note=protein_coding_gene;Name=AT4G25600	AT4G25600	11940
Chr4	TAIR10	gene	13063264	13067228	.	+	.	ID=AT4G25610;Note=protein_coding_gene;Name=AT4G25610	AT4G25610	7307
Chr4	TAIR10	gene	13067186	13069679	.	-	.	ID=AT4G25620;Note=protein_coding_gene;Name=AT4G25620	AT4G25620	4856
Chr4	TAIR10	gene	13074133	13076429	.	+	.	ID=AT4G25630;Note=protein_coding_gene;Name=AT4G25630	AT4G25630	0
Chr4	TAIR10	gene	13075563	13075635	.	+	.	ID=AT4G25631;Note=snoRNA;Name=AT4G25631	AT4G25631	839
Chr4	TAIR10	gene	13076574	13076657	.	-	.	ID=AT4G25635;Note=tRNA;Name=AT4G25635	AT4G25635	1850
Chr4	TAIR10	gene	13076444	13079052	.	-	.	ID=AT4G25640;Note=protein_coding_gene;Name=AT4G25640	AT4G25640	1720
Chr4	TAIR10	gene	13080901	13083197	.	-	.	ID=AT4G25650;Note=protein_coding_gene;Name=AT4G25650	AT4G25650	6177
Chr4	TAIR10	gene	13083407	13085188	.	+	.	ID=AT4G25660;Note=protein_coding_gene;Name=AT4G25660	AT4G25660	8683
Chr4	TAIR10	gene	13085198	13087090	.	-	.	ID=AT4G25670;Note=protein_coding_gene;Name=AT4G25670	AT4G25670	10375
Chr4	TAIR10	gene	13085218	13087090	.	-	.	ID=AT4G25672;Note=protein_coding_gene;Name=AT4G25672	AT4G25672	10375
Chr4	TAIR10	gene	13088166	13090161	.	+	.	ID=AT4G25680;Note=protein_coding_gene;Name=AT4G25680	AT4G25680	7304
Chr4	TAIR10	gene	13090209	13091798	.	-	.	ID=AT4G25690;Note=protein_coding_gene;Name=AT4G25690	AT4G25690	5667
Chr4	TAIR10	gene	13090209	13091797	.	-	.	ID=AT4G25692;Note=protein_coding_gene;Name=AT4G25692	AT4G25692	5668
Chr4	TAIR10	gene	13093934	13095935	.	-	.	ID=AT4G25700;Note=protein_coding_gene;Name=AT4G25700	AT4G25700	1530
Chr4	TAIR10	gene	13097640	13097762	.	-	.	ID=AT4G25707;Note=protein_coding_gene;Name=AT4G25707	AT4G25707	46
